Index,Actual Label,Predicted Label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
13,2,2,0.5866113390898275,-0.6645559170033345,-0.7352877140919619,-0.016442158769104768,0.31287004954434494,0.31430200002601605,0.9101388553854881,-0.6352939620214327,-0.8366931410567322,-0.11148245927117197,-0.22242412383989427,-0.21324626847590547,0.8836824136397353,-0.27357228466875505,-0.3551041374754254,1.5638229709442304,-0.07789449371156047,-0.3594506216616047,-0.044975487066840944,-0.5303699195211148,-0.5191329706352568,0.6231103272649616,-0.49012236696176353,-0.7525811658569268,-0.08476105065523466,-0.6479600988935725,-0.628663936965382,0.698171439361326,-0.6720928640268196,-0.7375536117797995,-0.0926856632726615
15,24,24,0.5568664506264486,-0.000405209458922214,-0.07668669453452663,0.0968706367681547,-0.13496598210953933,-0.15077891205267216,0.5514113229653396,0.6295779146065617,0.5307572414735604,1.3846638736518782,-0.3201994997383974,-0.4534774650632077,-0.12659174451286043,-0.49512306075403817,-0.4850697904665954,0.3431612251025662,0.9182265418502923,0.8536607630546997,1.687639182335942,0.6769643730885532,0.2960081858599009,-0.046477161075478134,0.12929474096319704,0.15350907669983052,-0.03384331898408847,-0.037242689022592416,-0.032402264993148785,-0.9367395896083157,-0.44965805650468427,-0.3421370433275747,-0.7432582114881245
16,19,19,0.20364590012382056,-0.38339016999620584,-0.40573252487799405,-0.3811677194046578,-0.43713491744589683,-0.37073341557442285,-0.36533681544170765,-0.22288317763496188,-0.15296794979158598,-0.5478584730403946,-0.14296003742061605,-0.09191386962066894,-0.21883416764853178,-0.22598285803671758,-0.20668657078797803,-0.5204824613703658,-0.6518470212962433,-0.5561217097898541,-0.25520906619939615,-0.5842833588392733,-0.5256540998872181,-1.0913032754322045,-0.5546790312441804,-0.16568180420084536,-0.4176846808127304,-0.32701404584003657,-0.2689900180853462,-0.28035905334710504,0.46694953647266885,0.490364579385232,-0.13073084153087577
17,29,29,-1.5252757418100935,-0.4019967267834423,-0.18721756943318357,0.16060908425786283,-0.3149430969811945,-0.3407668619611053,-1.0755448594250328,0.5052000589979434,0.7375859718018635,-0.9182280309453655,-0.845007966133543,-0.7632401223125366,-0.32425407980358517,1.4032551596012688,1.4371382624151536,0.7443815203931412,0.02165615882454076,-0.11253956709560944,-1.3281252631517468,1.635970096717613,1.9311813457891873,0.22315538456496728,-0.2817432607337094,-0.38104984480855947,-1.0482812038169276,-0.2723305622783671,-0.1337970163183763,-1.2709701694223066,-0.05147772779179287,0.08626707638959966,-0.8878298888693391
18,8,8,1.809869877146296,-0.7751615601274623,-1.011869580773855,1.077734523137554,-0.2607693834746762,-0.4420538131741186,1.6420879619397315,-0.15160230132125085,-0.49222658658909046,1.5130097600545909,0.13136380873984863,-0.01125737525271799,1.3448945293180938,-0.7250719709508577,-0.8500967788059925,0.9449916680384287,-0.3968252879475887,-0.5659246300703898,0.9264486372008282,-0.6161413002545487,-0.8231806220079506,-0.0936628565625562,-0.0039044524296375895,0.03166739635602411,1.556356608591713,-0.010156477538774888,-0.21047364418620998,1.7612662956371523,0.1533384811147276,-0.038738381035472697,3.955321303401333
22,21,21,-0.4172786465492194,-0.02779819584013129,0.029769309400124573,0.6492705150122927,0.2653175676886234,0.15428060373090044,1.0768203350958605,-0.20178985709314934,-0.4274996098316719,0.18554659211796332,1.1885816541441578,1.1784259166745588,-0.7766812028023563,0.05235530108847614,0.1234422329519383,-0.1702647459896097,0.10092797473291784,0.13130807488271842,0.47698374388295117,-0.7648116935258339,-0.8704588090846698,-0.22847912938277906,0.6089752717705215,0.7266797983171731,-0.026009821803911884,-0.4665335880113985,-0.4571504272610171,0.8350851708513944,-0.12459491204659376,-0.2127911186307987,0.4285332788648737
23,13,13,-0.1421384282629619,0.7428233644312449,0.7515308288996496,0.9006832801105868,-0.193955136816637,-0.34556151053923606,-0.5465123368660254,-0.7814924940526154,-0.6871515050999374,-0.7238756886784005,-1.1196773083219176,-1.0580535155195296,2.609933475178735,0.4646636948500773,0.2277356581917662,0.6661775645314191,-0.4134170633702723,-0.5322270916060481,-0.523438115437484,0.28486663259285594,0.40197653620427143,-0.4082341598097426,-0.27765739590570837,-0.13565040411610438,2.0028659478617654,-0.7547717630467398,-1.0029669493202018,0.5169620888597645,-0.5487626737175169,-0.5964884254494229,-1.2074093862383386
24,0,0,0.09582067944407106,-0.5172540091043792,-0.5228850650931604,-0.221821600680387,-0.24812885032315532,-0.20951335713477454,-0.13705565844706746,-0.18433331595509778,-0.16040783217749618,-0.25816347230284314,1.1215554247296364,1.153046933532919,0.14135053221456742,0.5338483234832072,0.5225651487735871,0.9075897761045615,0.6048263394218254,0.43948738120206254,0.48423317764614293,0.16887105102954555,0.05961725047630521,1.2926978156054012,-0.015344873948040431,-0.5097558451717352,-0.2022635083578802,-0.09141511199022746,-0.06418270943836933,0.7384401839172285,0.40176072159489445,0.316311841789906,0.2192847984446952
27,27,27,-0.4358692018388314,0.7877892100003998,0.8360844014027696,3.1846443151584665,-0.002541349093605848,-0.5415427711703328,0.9427504492418652,6.979394753572859,6.945423834605324,0.552249124697142,-0.09148112926204012,-0.1444101224204991,0.46200276501952164,0.5882362396341073,0.5478362479663145,3.127902088178675,0.8709092563856022,0.3046972273446954,2.017488418561158,0.8174660634328447,0.3620346195360088,2.5060442709874056,0.7969250538585704,-0.12020568407252327,1.7913615239970042,1.0426283461718686,0.7984293540747599,1.0042138979861848,0.12867244305286707,0.0185557869510189,1.4519485740108364
33,16,6,-0.7481905307043129,0.13604287364747833,0.2365690108234181,-0.5865471613159401,-0.3528646964357573,-0.2520658632656854,0.2470364469724858,0.055694124693112794,0.006245533266892048,-0.6945394860720663,-0.2973967618963437,-0.2334103920678931,0.34779786018488024,-0.3843476727113965,-0.4172790640607074,-1.1903163441859865,-0.2751522681812428,-0.059848870587729405,-0.09934624029077768,-0.0680213338532718,-0.0455359587115701,-0.8126829782704108,2.870092867586308,3.3239668856460596,-0.7780255511008431,0.5453663881765016,0.6385182288503961,0.34783336172497414,-0.10609538350019819,-0.14204150210202518,-0.2524754119571611
38,28,28,0.08094823521238156,-0.711589157771071,-0.7123665649194294,-0.19349340179607238,-0.47686230735067686,-0.4420538131741186,-1.2277322974214595,2.7476382393568315,3.0625492173987974,-0.7532118912847351,1.1129180240318886,1.1912892368970338,1.2965770695803616,-0.38194820582238626,-0.501516061369799,-0.24166835786335622,-0.8939640404272552,-0.847758588135794,-0.3494517051208861,-0.9379881955781002,-0.8574165505807473,-0.5160871780659207,-0.5179062477921708,-0.3467282447117126,0.5732527124795797,-0.3571666208880598,-0.42637888581405753,-0.19579468977970962,-0.45890782077788195,-0.4311166223975046,-0.7052130332299108
41,12,12,-0.8485795292682173,0.11278467766343274,0.22740055115440524,-1.5178366996377888,-0.6411892383204489,-0.3815213748752172,-1.129897515852328,-0.4279975360070691,-0.2057911147315483,-1.0905782212575794,-0.921708084329542,-0.8240801503918099,-0.4604214663371961,-0.34715593593173716,-0.3061664533244293,-1.2447190960897934,-0.4631923896383229,-0.2375268006724408,-1.0671456476768506,-0.5213843463014218,-0.2802966117821756,-0.8890788662018704,-0.819443072098649,-0.5209103652032104,-1.2872028678123066,-0.4108279832616606,-0.2397318311357781,-1.130029563476648,-0.7231868000121021,-0.590845817996208,-1.1161009584186246
42,14,14,-0.6812645316617099,1.5801184198568854,1.6505492353334266,-0.5759240867343217,0.16359137232638357,0.2603622035220445,-1.0538037968541147,-0.4585464829986595,-0.2526623737627825,-0.6762043594431074,-0.9282725088598301,-0.8699709144287474,-1.5146205878877306,-0.3863472284522384,-0.24920619800113858,0.3431612251025662,-0.028733677644349923,-0.09048299646440379,-0.6648020738197193,-0.46910464756866216,-0.318608246137448,-0.006032279229411401,-0.21391790458889207,-0.2223124443606427,-0.1278452851462048,0.22953094106330865,0.24302825353209606,-0.39713841255922233,1.3293799387070069,1.3528154262727956,0.6606088662399803
45,3,3,0.043767124633157566,-0.3864912627940785,-0.3868862466694672,1.9488266388302342,0.2448519425861609,-0.08605115624790625,0.38110633282648065,0.10588168046501129,0.030053156901804712,1.2196477339912475,-0.3851527529854595,-0.5031924594365567,1.4371369524537658,2.397434273947865,2.2734913071268497,0.2513565812648925,1.0878313572821687,1.0393035658673464,0.4624848763565681,0.35184999659420413,0.24709971647019155,0.23663701184698963,0.029599639159971266,-0.05928484390062006,-0.026009821803911884,0.32509927214772144,0.32424494489210415,2.345163091697738,0.5775062427856508,0.316311841789906,0.3486384045226236
47,9,9,-0.22021876047933242,-0.7343305049554711,-0.6935202867109027,-0.34221644593872486,-0.40222296874169616,-0.34256485517790436,-0.36533681544170765,-0.6411128090674499,-0.5807611869814218,-1.1675857530992069,-1.1943044503504572,-1.0910809593339925,0.6728425893296285,-0.769462108397548,-0.8332493793441743,-0.5612845252982211,-0.9560295707121084,-0.8520473657585284,-0.1790900116858846,-0.6398305387428304,-0.5982016628152871,-0.03074859591311899,-0.7058560298802196,-0.7294140857915551,-1.0482812038169276,-0.5779447975108745,-0.43545901279840626,-0.5018371484045685,-0.9579546265651675,-0.8899040130166062,0.5084281532071238
51,1,1,2.65388108729468,-0.44644572355295153,-0.803541802739059,0.05083731358114282,-0.47325072645024224,-0.4798116707268987,1.3377130859468778,-0.5050972593667973,-0.7913098585026801,1.3773298230002948,1.6491278593480612,1.5288644784111731,1.173587172066132,-0.913030210589997,-1.022983187568938,1.1694030196416314,-0.5578269605677031,-0.7668844958213735,2.3002163353256284,-0.41355746766510504,-0.9299641135088162,1.294944753485738,-0.11667432168246666,-0.6170108454743817,0.5458354723489621,-0.6316061598844752,-0.6937381803532146,0.38004835736969594,-0.6174752083184141,-0.6494421261642104,-1.0666422266829458
54,7,7,0.24082701070304455,0.20943540319713347,0.17340851088132858,0.3199552029821337,-0.18131460366511615,-0.23468526216996125,0.9355034283848928,-0.07886671324603546,-0.27275005620473997,1.2416498859459983,0.9070023913975852,0.7949599111234816,0.4180778016215827,-0.6118971160192056,-0.6519392708503199,0.7273806604232016,-0.5043645730946118,-0.6339323895166069,-0.18633944544907635,-0.6243100031815424,-0.5810836985288889,1.1151897230587746,-0.28909781742411145,-0.7294140857915551,1.039345794700073,-0.6684025226549443,-0.7936195771810506,0.1021940199339691,-0.010954950975879195,-0.021810558675827447,2.578085850453978
58,4,4,-0.4544597571284434,0.5221289269826349,0.5768207363179014,-0.48385744036029893,-0.44796966014720047,-0.364140773779493,1.1456670332371013,0.3626383063705216,0.1356994867817293,0.18554659211796332,0.016313631445850272,-0.0011753134567240723,-0.6712612906473029,-0.49832234993938535,-0.43853887766728755,-0.6904910610697621,0.050538138264026825,0.17480853362759616,0.11088733884177751,-0.22322668946615193,-0.24769096552236924,-0.19028118541704914,0.6702632441905374,0.7764461184576011,2.053783679532912,-0.014244962291049209,-0.27857459656882544,-0.43740715711512484,2.547706032976761,2.5577291408977967,-0.6937994797524463
62,11,27,-0.3949699802016849,0.4688935006191527,0.5162070307283153,-0.2961831227517135,0.8323357690568478,0.8788718701009182,-0.6334765871496979,1.4107581305343742,1.5730847637395775,-0.22882726969650902,0.3583546990766562,0.3822906920943532,0.5806001661939565,1.4508445862333057,1.4022400778156727,0.7953841003029601,0.9477230314906188,0.8015827490643533,-1.1831365878879156,5.007193794687911,5.262663252384898,0.7646674137261955,1.0069385060178249,0.7652915984261259,0.3578315400247295,1.9395396887020533,1.8683709837305185,-0.9166052173303645,-0.07438190599209187,0.025500534585745086,-0.5644458736745178
85,17,17,-1.610792296142309,0.9206193515092823,1.1279470341996842,-1.2841290588421916,0.5608652713741842,0.775786925671106,-1.4850015378439907,0.2724461771572544,0.5835804064135226,1.0876348222627432,1.3419818905361556,1.2472620627299653,-1.448733142790822,0.5854368615969285,0.7195192710534154,-1.5405340595667427,0.41248464655886424,0.6888491658381919,-1.650725065613771,0.18357471629813418,0.5544079324688659,0.0546350435396887,-0.02760246843204362,-0.04984640387398726,-1.3890383311545993,0.43497729986509426,0.6082511389025673,-1.6414426193366096,3.0529193482795116,3.18536070838618,-0.1231218058792327
